Number,Name,logBB
1489,CC(NCCCOc1cccc(CN2CCCCC2)c1)=O,-0.46
1490,O=S(CCC1=CC(C(C2CCN(C)CC2)=CN3)=C3C=C1)(NC)=O,-0.46
1491,Fc1ccc(C(N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(C2)=O)=O)cc1,-0.46
1492,Oc1c(C(NCC(O)=O)=O)cccc1,-0.44
1493,Oc1ccc(CCN(CCC)CCC)c(C2)c1NC2=O,-0.43
1494,O=C1N2C(c3nc4cc(O)c(CN(C)C)cc4cc3C2)=CC5=C1COC([S@]5(O)CC)=O,-0.42
1495,O=C(OC(C)(C)C)C1=C(C)NC(C)=C(C(OC(C)(C)C)=O)C1C2=CC([N+]([O-])=O)=CC=C2,-0.42
1496,Oc1ccc(NC(C)=O)cc1,-0.41
1497,NCCCS(=O)(O)=O,-0.4
1498,COc1c(OC)cc(CCN(CCCC(C(C)C)(c2cc(OC)c(OC)cc2)C#N)C)cc1,-0.4
1499,Clc1ccc(C(N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(C2)=O)=O)cc1,-0.4
1500,CC1=NC2=C(C=C1)C(OCCN3CCC(CC4=CC=C(OCC(N5)=O)C5=C4)CC3)=CC=C2,-0.39
1501,COC1=CC(NC2=NN(C(NC(CO)C(C)C)=CC(C3CC3)=N4)C4=C2C(N)=O)=CC(OC)=C1,-0.39
1502,NC(OCC(COC(N)=O)(CCC)C)=O,-0.38
1503,O=C(N2C[C@@](CC[N+]3(CC5)CCC(C4=CC=CC=C4)5CC3)([C@]6=CC=C(Cl)C(Cl)=C6)CCC2)CC1=CC(OC(C)C)=CC=C1.[Cl-],-0.37
1504,Fc1ccc([C@@](OC2)(CCCN(C)C)c3c2cc(C#N)cc3)cc1,-0.37
1505,O=C(N1CCC(CNc2ncccn2)CC1)OCc3ccccc3,-0.37
1506,CC(C1CSc2ccccc2N1CCC3CCCCN3C)=O,-0.36
1507,O=C(N)N1c2ccccc2C(O3)C3c4ccccc14,-0.34
1508,CN1C(c2cnccc2)CCC1=O,-0.34
1509,CC1C(NC2(CCCC2)C(N1)=O)=O,-0.32
1510,O=C1N2CCCCC2=NC(C)=C1CCN3CCC(C4=COc5cc(F)ccc54)CC3,-0.32
1511,Oc1c(O2)c([C@]([C@@H]2[C@@H](O)C=C3)(CCN4C)[C@]3([H])[C@H]4C5)c5cc1,-0.31
1512,CC1=NC=C2N1c3ccc(Cl)cc3C(c4c(F)cccc4)=NC2O,-0.3
1513,[Li],-0.3
1514,O=C(Nc1c(O)ccc(Cl)c1)Nc2cc(C(F)(F)F)ccc2Cl,-0.3
1515,O=C1NC(C(C(C)C=N2)=C2N1C)=O,-0.3
1516,O=C1N2C(c3nc4ccccc4cc3C2)=CC5=C1COC([S@]5(O)CC)=O,-0.29
1517,CN(C1)C(c2cc(F)ccc2N3C1=C(C(OCC)=O)N=C3)=O,-0.29
1518,O=C1N(C)C2=C(NC=N2)C(N1C)=O,-0.29
1519,CN(C)Cc1ccnc(c2cc(NC3=C([N+]([O-])=O)C=CN3)ccc2)c1,-0.28
1520,CN(C)CC1=CC=C(c2cc(NC3=C([N+]([O-])=O)C=CN3)ccc2)O1,-0.27
1521,ClC1=CC2=C(C=C1)/C(C3=C(C=CC=N3)CC2)=C4CCN(C(OCC)=O)CC/4,-0.27
1522,ClC1=CC=C(C2(O)CCN(CCCC(C3=CC=CC=C3)(C(N(C)C)=O)C4=CC=CC=C4)CC2)C=C1,-0.25
1523,O=C(c1ccccc1)NCCCOc2cccc(CN3CCCCC3)c2,-0.24
1524,N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OC4CC(C)(C)NC(C)(C)C4)=N1,-0.24
1525,CC(C1)NCCN1C2=CC=C3N=C(NC4=C(Cl)C=CC=C4C)C5=CN=CN5C3=N2,-0.22
1526,CCCN(CC1CC1)C2=C3C(N(C4=CC=C(Cl)C=C4Cl)CC3)=NC(C)=N2,-0.22
1527,CC(C)(C)C1=CC2=NN=C(C3=CC(F)=CC=C3F)N2N=C1OCC4=NC=NN4C,-0.22
1528,O=C1N2C=CC=CC2=NN1CCCN3CCN(C4=CC(Cl)=CC=C4)CC3,-0.22
1529,O=C(O)C(CCC)CCC,-0.22
1530,O=C(N1CCC(CNc2ncncc2)CC1)OCc3ccccc3,-0.2
1531,NC(OCC(COC(N)=O)c1ccccc1)=O,-0.19
1532,NC(N)=NC1=NC(c2ccccc2)=CS1,-0.18
1533,CNC(OCC(COC(N)=O)(CCC)C)=O,-0.18
1534,CC(C)Cc1ccc(C(C)C(O)=O)cc1,-0.18
1535,OC1=CC=CC(S(=O)(N2CCC[C@@H]2CCN3CCC(C)CC3)=O)=C1,-0.17
1536,S=C(N1CCC(C2=CNC=N2)CC1)NC3CCCCC3,-0.16
1537,c1(c2ccncc2)c(c3ccccc3)nnc(N4CCN(c5ncccn5)CC4)c1,-0.16
1538,OC1=CC2=C(C(C(C3=CC=C(O)C=C3)=CO2)=O)C=C1,-0.15
1539,CC(NCC(COc1c2c(NC=C2)ccc1)O)C,-0.15
1540,CC(O)C,-0.15
1541,CC(/C=C/C1=CC=CS1)=O,-0.14
1542,O=C(C(CC)(C(CCC)C)C(N1)=O)NC1=S,-0.14
1543,CC(C)NC1=CC=CN=C1N2CCNCC2,-0.14
1544,CCC1(C(NC(NC1=O)=O)=O)CC,-0.14
1545,O=[N+]([O-])C1=C(NC=C1Cc2ccccc2)NCCSCc3ccccn3,-0.12
1546,O=C(N)N1c2ccccc2C=Cc3ccccc31,-0.12
1547,Cc1nc(C)c(C)nc1C,-0.1
1548,CN1C(C)=CC(N1c2ccccc2)=O,-0.1
1549,O=C1C(C2=CC=CC=C2)=C(C3=CC=C(S(=O)(C)=O)C=C3)CO1,-0.1
1550,ClC1=CC=C(OC2CCN(CCC3CCCN3S(C4=CC=C(C=CN5)C5=C4)(=O)=O)CC2)C=C1,-0.1
1551,Brc1c(C(N(CCC2)C2C3=C(C(OC(C)(C)C)=O)N=CN34)=O)c4ccc1,-0.09
1552,Clc1ccc2c(C(c3c(F)cccc3)=NCC4=CN=C(CO)N24)c1,-0.07
1553,CC[C@H](C)C(O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(O3)=O)[C@@]12[H])=O,-0.07
1554,CN1C(NC(C(C(C)CCCC)(CC=C)C1=O)=O)=O,-0.06
1555,CO[C@@H](C(N1C(C=CC(C)=C2)=C2N=C1C(C)(O)C)CC3)CN3CC4CC5=CC=C(C#N)C=C5C4,-0.05
1556,CC1=CC=CC(C)=C1NC2=NC=C(C3=CC=CC(OCCN4CCCC4)=C3)N5C=NC=C52,-0.05
1557,ClC1=CC(CN2C(C)=CC(NC(C3=CC=C(CNCC)C=C3)=O)=N2)=C(OCC(C)C)C=C1,-0.05
1558,O=C1CC(CC)(C)C(N1)=O,-0.05
1559,O=C(C1=C2C=CC=C1)N(C3CCC(NC3=O)=O)C2=O,-0.05
1560,CC1=CSC(N=C(N)N)=N1,-0.04
1561,OC1=CC(OCO2)=C2C=C1,-0.04
1562,O=C1NC(CCCN2CCC(C3=CC=CC=C3)CC2)=NC4=C(Cl)C=CC=C41,-0.03
1563,OCCCOc1cccc(CN2CCCCC2)c1,-0.02
1564,O=C1N(C)C2=C(N(C)C=N2)C(N1C)=O,-0.02
1565,O=C(N1CCC(CNc2ncccc2)CC1)OCc3ccccc3,-0.02
1566,COC1=CC(C=C(C(N2CCN(C3=NC=CC=C3NCC)CC2)=O)N4)=C4C=C1,-0.01
1567,CC1=CC(F)=CC=C1C2CC(N3CCN(C(C)=O)CC3)CCN2C(N(C)C(C)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=O,-0.01
1568,CCC(C)(C)C(O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(O3)=O)[C@@]12[H])=O,-0.01
1569,COc1cc([C@@](CCCC2)(CC3)[C@@]2([H])[C@@H](N3C)C4)c4cc1,0.02
1570,CC1=NN=C2CN=C(c3ccccc3)c4cc(Cl)ccc4N21,0.04
1571,O=C1NCC(CCC(C)C)(CC)C(N1)=O,0.04
1572,CCN(CCOC(c1ccc(N)cc1)=O)CC,0.05
1573,CN1c2ccc([N+]([O-])=O)cc2C(c3c(F)cccc3)=NCC1=O,0.06
1574,O=C1C2C(N=CN2C)NC(N1C)=O,0.06
1575,N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OCC4CCN(C(C)C)CC4)=N1,0.08
1576,ClC(Cl)(Cl)CF,0.08
1577,Oc1cc(OCCCCOc2ccc(CCC(O)=O)c(OCC)c2)ccc1C(CC(C)C)=O,0.08
1578,CNC(Oc1cc2c(N(C3N(CCC32C)C)C)cc1)=O,0.08
1579,ClC1=C(N)C=C(OC)C(C(CCCN(CC)CC)=O)=C1,0.09
1580,CN1CCCCC1CCN2c3cc(SC)ccc3Sc4ccccc24,0.09
1581,CC(NCC(COc1cc(C)ccc1)O)C,0.09
1582,CN(Cc(ccc1)c2c1cccc2)C/C=C/C#CC(C)(C)C,0.1
1583,CN(C(N1)=O)CC(C)(C2=CCCCC2)C1=O,0.1
1584,CC1=NC2=C(C=C1)C(OCCN3CCC(CC4=CC=C(OCC(N5C)=O)C5=C4)CC3)=CC=C2,0.11
1585,O=C(CC1)[C@@]2([H])[C@]([C@]1(O)[C@H](N3C)C4)(CC3)c5c4ccc(OC)c5O2,0.11
1586,O=C(NC(C1(CC)C(CCC)C)=O)NC1=O,0.12
1587,O=C(N1CCC(CNc2ccncc2)CC1)OCc3ccccc3,0.13
1588,N1(Cc2cccc(OCCCNC3=Nc4ccccc4S3)c2)CCCCC1,0.14
1589,NC1=CC=C(C(NCCN(CC)CC)=O)C=C1Cl,0.14
1590,ClC1=CC(CN2C(C)=CC(C(NC3=CC=C(CNC)C=C3)=O)=N2)=C(OCC4=CC=CC=C4)C=C1,0.15
1591,O=C1CCCN1CCCCN(CC2)CCN2c3cc(C(F)(F)F)ccn3,0.16
1592,Cc1c(N2CCN(c3ncccn3)CC2)nnc(c4ccccc4)c1,0.18
1593,O=S(c1ccc(C2=C3C=CC=NN3N=C2c4ccc(OCC)cc4)cc1)(C)=O,0.18
1594,O=S1(c2ccccc2C(N1CCCCN[C@H]3CCc4ccccc4O3)=O)=O,0.18
1595,CN1CCCCC1CCN2c3cc(S(C)(=O)=O)ccc3Sc4ccccc24,0.18
1596,O=C1CC2(CCCC2)CC(N1CCCCN(CC3)CCN3c4ncccn4)=O,0.2
1597,Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1,0.2
1598,N1(Cc2cccc(OCCCNC3=Nc4ccccc4O3)c2)CCCCC1,0.22
1599,CC(C=CC=C1C)=C1NC(C2=CN=CN23)=NC=C3C(C=C4)=CC=C4OCCN5CCCC5,0.23
1600,c1(ccc2ccc3)c4c2c3ccc4ccc1,0.23
1601,COC(C=C1)=C(CNC2CCCNC2C3=CC=CC=C3)C=C1N4C(C(F)(F)F)=NN=N4,0.24
1602,O=C(N1)Cc2c1cccc2CCN(CCC)CCC,0.25
1603,Fc1ccc(C(CCCN2CCC3(N(c4ccccc4)CNC3=O)CC2)=O)cc1,0.26
1604,Nc1c2c(NC(C)C(c3ccccc3)=N2)cc(CC(OCC)=O)n1,0.27
1605,ClC1=CC(CN2C(C)=CC(NC(C3=CC=C(CN4CCCC4)C=C3)=O)=N2)=C(OCC(C)C)C=C1,0.3
1606,O=C1CN=C(c2ccccc2)c3cc(Cl)ccc3N1C,0.3
1607,CC1=CN(C=N1)C2=CC=CC(NC3=NC=NC4=C3CCC5=CC=CC=C54)=C2,0.3
1608,Cc1c(NCCN2CCOCC2)nnc(c3ccccc3)c1,0.3
1609,CN1CCN(C2=Nc3c(NC4=C2C=C(C)S4)cccc3)CC1,0.3
1610,CCC(NC(c(c(C)c(c1ccccc1)n2)c3c2cccc3)=O)c4ccccc4,0.3
1611,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,0.3
1612,OC1c2ccccc2CNC1,0.32
1613,[H][C@]1([C@H](N2C)C3)[C@@]4(CC2)C5=C3C=CC(OC)=C5O[C@@]4([H])C(CC1)=O,0.32
1614,CCN(CC(Nc1c(C)cccc1C)=O)CC,0.34
1615,O=C1CC(N(C)c2ccc(Cl)cc2N1c3ccccc3)=O,0.35
1616,CC1=NC(N2N=C(C(F)(F)F)C=C2)=C3C(N(C4=CC=C(Cl)C=C4Cl)CC3)=N1,0.36
1617,O=C1NC(C2=CC(N3CCC(C4=CC=CC=C4)CC3)CC2)=NC5=C(Cl)C=CC=C51,0.36
1618,Nc1nc(N)c(c2cccc(Cl)c2Cl)nn1,0.36
1619,CC1=NC=C2N1c3ccc(Cl)cc3C(c4c(F)cccc4)=NC2,0.36
1620,CN(c1ccc(OC)cc1)CC2=Nc3c(N)nc(NC(OCC)=O)cc3NC2,0.36
1621,N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OCC4CCN(C)CC4)=N1,0.37
1622,CCC(N(c1ccccc1)C2CCN(CCc3ccccc3)CC2)=O,0.38
1623,[H]C12c3cc(Cl)ccc3Oc4ccccc4C1([H])CNCC2,0.39
1624,O=C1CCC2=C(CC(C)C3C2CCC4C3CCC4(O)C#C)C1,0.4
1625,OC1N=C(c2c(NC1=O)ccc(Cl)c2)c3c(Cl)cccc3,0.41
1626,COc2cc(OC)ccc2C=C1CCCN=C1c3cnccc3,0.42
1627,N1(Cc2cccc(OCCCNC3=NC=CS3)c2)CCCCC1,0.44
1628,ClC1=NC=C(NC(C2=CC=C(F)C(F)=C2)=O)C=C1,0.44
1629,N1(C2(c3ccccc3)CCCCC2)CCCCC1,0.44
1630,O=C(CC)OC([C@H](C)CN(C)C)(C1=CC=CC=C1)CC2=CC=CC=C2,0.46
1631,O=S(N1C=CC(C1=CC=C2Cl)=C2N3CCNCC3)(C4=CC(Cl)=CC=C4)=O,0.48
1632,CCC(N(C(c(c1)nc(c2c(Cl)cccc2)c3c1cccc3)=O)C)C,0.48
1633,CC(c1c(O)c(C(C)C)ccc1)C,0.48
1634,CC(N1CCC(c2ccccc2)(c3ccccc3)CC1)(C)C,0.49
1635,COc1ccc(CN(c2ncccc2)CCN(C)C)cc1,0.49
1636,ClC1=CC=C(C2=C(N)N=C(N)N=C2CC)C=C1,0.49
1637,O=C1CN=C(c2ccccc2)c3cc(Cl)ccc3N1,0.5
1638,OC12c3ccccc3Oc4c(C)cccc4C1([H])CNCC2,0.52
1639,FC(C=C1)=CC=C1[C@H]2C(COC3=CC=C(OCO4)C4=C3)CNCC2,0.52
1640,CN1CCN2c3ncccc3Cc4ccccc4C2C1,0.53
1641,COc1c(O2)c([C@]([C@@H]2[C@@H](O)C=C3)(CCN4C)[C@]3([H])[C@H]4C5)c5cc1,0.55
1642,c12ccccc1CNCC2,0.56
1643,O=C(c1c2ccccc2ncc1)N[C@@H]3CC[C@@H](CCN(C4)CCc5c4ccc(C#N)c5)CC3,0.56
1644,CC(C=CN1CCCCN2CCN(C3=CC(C(F)(F)F)=NC(C(C)(C)C)=N3)CC2)=CC1=O,0.57
1645,C[C@@H](N(C)CC#C)CC1=CC=CC=C1,0.57
1646,Clc1ccc(C(N2CCN(CCOCCO)CC2)c3ccccc3)cc1,0.58
1647,c1(N2CCNCC2)ncccn1,0.6
1648,O=C1CCC2=C(C=CC=C2)N1CCCN3CCC(CCCC)CC3,0.6
1649,COC(C1C(OC(c2ccccc2)=O)CC3CCC1N3C)=O,0.6
1650,CN(CC1)CCN1C2=NC(C=C(Cl)C=C3)=C3NC4=C2C=CC=C4,0.61
1651,Clc1ccc(N2)c(C(C)=NC(O)C2=O)c1,0.61
1652,COc1c(OC2CCCC2)cc(C3CNC(C3)=O)cc1,0.61
1653,COC1=CC=C(C(CN(C)C)C2(O)CCCCC2)C=C1,0.62
1654,OC(c(cc(C(F)(F)F)n1)c2c1c(C(F)(F)F)ccc2)C3CCCCN3,0.63
1655,CN(CCOC(c1ccccc1)(c2ncccc2)C)C,0.64
1656,OC(CNC(C)C)COc1cccc2ccccc21,0.64
1657,ClC1=CC(C2=C(N)N=C(N)N=C2CC)=CC=C1Cl,0.65
1658,COc1c(OC)cc(C(C(CC2CCN(Cc3ccccc3)CC2)C4)=O)c4c1,0.69
1659,N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OCCO)=N1,0.7
1660,CN(C)CCCC(OC1)(C2=CC=C(F)C=C2)C3=C1C=C(C#N)C=C3,0.71
1661,CC1=NC=C2N1c3ccc(Cl)cc3C(c4c(Cl)cccc4)=NC2,0.74
1662,CSc1cc(N(CCC2CCCCN2)c3ccccc3S4)c4cc1,0.75
1663,COCCCC/C(C1=CC=C(C(F)(F)F)C=C1)=N\OCCN,0.79
1664,ClC1=CC(C2=C(N)N=C(N)N=C2C)=CC=C1Cl,0.81
1665,CN1CCC2(O)c3ccccc3Oc4c(C)cccc4C2([H])C1,0.82
1666,ClC1=CC=C(NN=C2NC3CCN(CC4=CC=C(OCO5)C5=C4)CC3)C2=C1,0.83
1667,CC1CCN(CCCC(c2ccc(F)cc2)=O)CC1,0.83
1668,CN(CCC=C1c2c(CCc3c1cccc3)cccc2)C,0.89
1669,CNC(Cc1ccccc1)C,0.9
1670,Oc1c(C(C)(C)C)cc(CN2CCN(CC(O)c3ccc(Cl)cc3)CC2)cc1C(C)(C)C,0.91
1671,CNCCCN1c2ccccc2Sc3ccc(Cl)cc13,0.97
1672,CN1CCN2c3ccccc3Cc4ccccc4C2C1,0.99
1673,O=S(C1=CC=C(C#N)C=C1)(C2CCN(CCC3=CC=C(F)C=C3F)CC2)=O,1.0
1674,CN1CCC2(O)c3ccccc3Oc4ccc(Cl)cc4C2([H])C1,1.03
1675,O=C(N1)[C@](c2cc(Cl)ccc2OC)(F)c3c1cc(C(F)(F)F)cc3,1.04
1676,CNCC/C=C1C2=C(C=CC=C2)CCC3=C/1C=CC=C3,1.04
1677,CN(C)CC/C=C1C2=C(C=CC=C2)C=CC3=C/1C=CC=C3,1.06
1678,NCCCN1c2ccccc2CCc3ccccc31,1.06
1679,CN(C)CCCN1c2ccccc2CCc3ccccc31,1.06
1680,CNCCC(c1ccccc1)Oc2ccc(C(F)(F)F)cc2,1.07
1681,COC(C(C1=CC=CC=C1)C2CCCCN2)=O,1.08
1682,CC1C2Cc3c(C1(CCN2CC=C(C)C)C)cc(O)cc3,1.16
1683,CNCCCN1c2ccccc2CCc3ccccc31,1.2
1684,CN(CCOC(c1ccccc1)c2ccccc2)C,1.26
1685,Clc1ccc(C2(O)CCN(CCCC(c3ccc(F)cc3)=O)CC2)cc1,1.27
1686,Clc1cccc2c1N(CCCNC)c3ccccc3S2,1.37
1687,Brc1ccc(C2(O)CCN(CCCC(c3ccc(F)cc3)=O)CC2)cc1,1.38
1688,ClC(C=C1)=C(Cl)C=C1[C@H]2C3=C(C=CC=C3)[C@@H](NC)CC2,1.38
1689,FC(F)(F)c1ccc2c(N(CCCN3CCN(C)CC3)c4ccccc4S2)c1,1.44
1690,OCCN(CC1)CCN1CCCN2c3ccccc3Sc4c2cc(C(F)(F)F)cc4,1.51
1691,Clc1c(C(F)(F)F)ccc(N2CCNCC2)n1,1.64
1692,OC(C1CCN(CCCC(O)C2=CC=C(C(C)(C)C)C=C2)CC1)(C3=CC=CC=C3)C4=CC=CC=C4,1.65
1693,C(CCl)Cl,-0.14
1694,C1=CC=CC=C1,0.35
1695,CCCCO,-0.02
1696,C1=CC=C(C(=C1)C(=O)O)O,-1.11
1697,CN1C(CCC1=O)C2=CN=CC=C2,-0.22
1698,C1CC(NC1)C2=CN=CC=C2,0.32
1699,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,1.4
1700,CN1CCCC1C2=CN=CC=C2,0.38
1701,N#N,0.03
1702,O,-0.04
1703,CC1=CC=CC=C1,0.36
1704,C(=O)(N)N,-0.14
1705,CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,0.48
1706,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,-0.05
1707,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,-0.12
1708,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,-0.15
1709,CC(=O)NC1=CC=C(C=C1)O,-0.37
1710,C1=NC2=C(N1COCCO)NC(=NC2=O)N,-0.84
1711,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,-1.14
1712,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,0.02
1713,CC(C)NCC(COC1=CC=CC=C1CC=C)O,-0.23
1714,CN1C2=C(C(=O)N(C1=O)C)NC=N2,-0.32
1715,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,0.9
1716,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,0.11
1717,CC1=CC(=O)N(N1C)C2=CC=CC=C2,-0.11
1718,CC(=O)OC1=CC=CC=C1C(=O)O,-0.61
1719,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,-1.14
1720,CCC1(C(=O)NC(=O)NC1=O)CC,-0.14
1721,CCOC(=O)C1=CC=C(C=C1)N,0.27
1722,CNCCC1=CC=CC=N1,-0.34
1723,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,0.39
1724,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O ,0.85
1725,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,-1.1
1726,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,1.38
1727,CC(C)(C)NCC(COC1=CC=CC=C1C#N)O,0.38
1728,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,0.49
1729,CCCCOC(=O)C1=CC=C(C=C1)N,0.42
1730,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,-0.04
1731,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,-0.64
1732,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,-0.04
1733,C(CCl)NC(=O)N(CCCl)N=O,-0.52
1734,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,0.01
1735,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,-2.15
1736,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,-1.7
1737,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,1.02
1738,CC1=C(N=CN1)CSCCNC(=NC)NC#N,-1.06
1739,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,0.36
1740,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,0.12
1741,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,1.08
1742,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,0.52
1743,CC(CC1=CC=CC=C1)N,0.93
1744,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,0.47
1745,C1CC(OC1CO)N2C=NC3=C2NC=NC3=O,-1.3
1746,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,1.26
1747,CCCC(CCC)C(=O)O,-0.41
1748,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,-0.85
1749,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,0.89
1750,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,0.64
1751,C(C(OC(F)F)(F)F)(F)Cl,0.22
1752,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,-1.4
1753,CCOC1=CC=CC=C1C(=O)N,-0.05
1754,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,-1.42
1755,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,0.59
1756,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,-0.98
1757,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,1.51
1758,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,-0.29
1759,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,0.07
1760,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,0.72
1761,C1=CC(=C(C=C1O)C(=O)O)O,0.09
1762,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,-0.69
1763,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,1.33
1764,C(C(F)(F)F)(Cl)Br,0.32
1765,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2,0.03
1766,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,0.36
1767,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,-0.18
1768,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.34
1769,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,0.98
1770,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,-1.26
1771,C(C(F)(F)F)(OC(F)F)Cl,0.37
1772,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,0.29
1773,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,0.77
1774,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,0.44
1775,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,0.63
1776,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,-0.28
1777,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,-1.51
1778,COC(C(Cl)Cl)(F)F,0.23
1779,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,1.15
1780,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,0.99
1781,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,0.37
1782,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,0.53
1783,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,-0.66
1784,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,0.0
1785,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,0.78
1786,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,-0.82
1787,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,0.6
1788,CN1C=NC2=C1C(=O)N(C(=O)N2)C,0.07
